pool,source,check,reason,points,penalty,section
,FII.PA,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,FII.PA,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
general,FLNC,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
,FLR,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,FLR,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
,FPE.DE,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,FPE.DE,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,FRO,forensic_gap:beneish_components,no usable vendor data for: receivables days (DSRI),1.0,-0.01,per_item
,FRO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI)",1.0,-0.01,per_item
general,FUR.AS,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
,GALP.LS,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,GALP.LS,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
FinManager,GBLB.BR,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",2.0,-0.02,per_item
,GFI,forensic_gap:beneish_components,no usable vendor data for: receivables days (DSRI),1.0,-0.01,per_item
,GFI,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI)",1.0,-0.01,per_item
,GIB,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,GIB,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,GRNG.ST,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,GRNG.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
general,GXO,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
,HAFN,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,HAFN,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,HANZA.ST,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,HANZA.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,HAUTO.OL,forensic_gap:beneish_components,no usable vendor data for: asset quality (AQI),1.0,-0.01,per_item
,HAUTO.OL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: asset quality (AQI)",1.0,-0.01,per_item
,HOLM-B.ST,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,HOLM-B.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
FinManager,HOOD,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
,HTRO.ST,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,HTRO.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,IFP.TO,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,IFP.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
,INSTAL.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: fewer than half the trailing-year periods are computable (1 of 4), so the mean would not be a trailing-year mean",1.0,-0.01,per_item
general,INSTAL.ST,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 7 row(s) that compute.",1.0,-0.01,per_item
,KER.PA,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,KER.PA,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,KMT,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,KMT,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,KOP,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,KOP,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,LBIRD.PA,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,LBIRD.PA,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,LHX,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,LHX,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,LMT,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,LMT,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,LOTB.BR,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,LOTB.BR,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
,LOW,forensic_gap:beneish_components,no usable vendor data for: receivables days (DSRI),1.0,-0.01,per_item
,LOW,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI)",1.0,-0.01,per_item
,LSG.OL,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,LSG.OL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
REIT,MAC,stage1_veto:refused_rows,"reitEbitdaInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
,MATV,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,MATV,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,MELI,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,MELI,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,MEOH,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,MEOH,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
general,MGNX,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
general,MILDEF.ST,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
,MOWI.OL,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,MOWI.OL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,MPCC.OL,forensic_gap:beneish_components,no usable vendor data for: asset quality (AQI),1.0,-0.01,per_item
,MPCC.OL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: asset quality (AQI)",1.0,-0.01,per_item
,MSA.TO,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,MSA.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,MT.AS,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,MT.AS,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,NDA.DE,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,NDA.DE,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,NEWA-B.ST,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,NEWA-B.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,NFI.TO,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,NFI.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
,NOD.OL,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,NOD.OL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,NOEJ.DE,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,NOEJ.DE,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
,NSKOG.OL,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,NSKOG.OL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
general,NVO,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
general,OCGN,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
,OKEA.OL,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,OKEA.OL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
general,OPLN,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 7 row(s) that compute.",1.0,-0.01,per_item
general,OPLN,unpriceable:no_traded_value_reading,"no usable traded-value reading: dollarVolume_usd could not be formed (no profile price, no trading currency, no FX rate, or no volAvg capture), so the $/day floor could not judge this name and kept it. It is charged rather than screened.",1.0,-0.01,per_item
general,OTLY,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
general,PARR,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
,PDS,forensic_gap:beneish_components,no usable vendor data for: asset quality (AQI),1.0,-0.01,per_item
,PDS,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: asset quality (AQI)",1.0,-0.01,per_item
,PDX.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: fewer than half the trailing-year periods are computable (1 of 4), so the mean would not be a trailing-year mean",1.0,-0.01,per_item
general,PDX.ST,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 7 row(s) that compute.",1.0,-0.01,per_item
,PEAB-B.ST,forensic_gap:beneish_components,no usable vendor data for: receivables days (DSRI),1.0,-0.01,per_item
,PEAB-B.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI)",1.0,-0.01,per_item
,PEXIP.OL,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,PEXIP.OL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,PEY.TO,forensic_gap:beneish_components,no usable vendor data for: asset quality (AQI),1.0,-0.01,per_item
,PEY.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: asset quality (AQI)",1.0,-0.01,per_item
,PHARM.AS,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,PHARM.AS,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,PHG,forensic_gap:beneish_components,no usable vendor data for: receivables days (DSRI),1.0,-0.01,per_item
,PHG,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI)",1.0,-0.01,per_item
general,PLAB,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
general,PSNY,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
,PTEC.L,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,PTEC.L,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
,RCH.TO,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,RCH.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,RHM.DE,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,RHM.DE,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,RMV.L,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,RMV.L,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
,SALM.OL,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,SALM.OL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,SAP.TO,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,SAP.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,SCA-B.ST,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,SCA-B.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
,SCR.TO,forensic_gap:beneish_components,no usable vendor data for: asset quality (AQI),1.0,-0.01,per_item
,SCR.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: asset quality (AQI)",1.0,-0.01,per_item
,SDF.DE,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,SDF.DE,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
,SDIP-B.ST,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,SDIP-B.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,SDRL,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,SDRL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,SF.ST,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,SF.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,SFQ.DE,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,SFQ.DE,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,SIX2.DE,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: fewer than half the trailing-year periods are computable (1 of 4), so the mean would not be a trailing-year mean",1.0,-0.01,per_item
general,SIX2.DE,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 7 row(s) that compute.",1.0,-0.01,per_item
,SMIN.L,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,SMIN.L,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
,SNA,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,SNA,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,SND,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,SND,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,SNR.L,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,SNR.L,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,SNY,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: fewer than half the trailing-year periods are computable (1 of 4), so the mean would not be a trailing-year mean",1.0,-0.01,per_item
general,SNY,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 7 row(s) that compute.",1.0,-0.01,per_item
,STM.DE,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,STM.DE,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,SYNSAM.ST,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,SYNSAM.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,SYY,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,SYY,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,SZG.DE,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,SZG.DE,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
general,TDSA.LS,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
,TFII,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,TFII,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,TFPM,forensic_gap:beneish_components,no usable vendor data for: receivables days (DSRI),1.0,-0.01,per_item
,TFPM,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI)",1.0,-0.01,per_item
,TGA.L,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,TGA.L,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,TKO.TO,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,TKO.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
general,TNIE.DE,stage1_veto:refused_rows,"uInterestCoverage: 1 of 7 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",1.0,-0.01,per_item
general,TNIE.DE,stage1_veto:short_panel,"panel carries 7 of the 8 newest-first rows the veto window needs, so every flag is evaluated (or refused) on a short history",1.0,-0.01,per_item
,TOM.OL,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,TOM.OL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
,TPZ.TO,forensic_gap:beneish_components,no usable vendor data for: asset quality (AQI),1.0,-0.01,per_item
,TPZ.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: asset quality (AQI)",1.0,-0.01,per_item
,TRI.PA,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,TRI.PA,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
